,date,V
208,2014-11-11,0.0
209,2014-11-12,0.0
210,2014-11-13,0.0
211,2014-11-14,0.0
212,2014-11-17,0.0
213,2014-11-18,0.0
214,2014-11-19,0.0
215,2014-11-20,0.0
216,2014-11-21,0.0
217,2014-11-24,0.0
218,2014-11-25,0.0
219,2014-11-26,0.0
220,2014-11-27,0.0
221,2014-11-28,0.0
222,2014-12-01,0.0
223,2014-12-02,0.0
224,2014-12-03,0.0
225,2014-12-04,0.0
226,2014-12-05,0.0
227,2014-12-08,0.0
228,2014-12-09,0.0
229,2014-12-10,0.0
230,2014-12-11,0.0
231,2014-12-12,0.0
